,Displacement (mm),Ext. Diam. (mm),Ext. Length (cm),Est. Vol. Fraction,Fluid Ca2+ (mM),Resuspension_encoded,Syringe Diam. (mm),Microgel Conc. (%),Microgel Size (mm),Speed (mm/sec),Complex_0,YS_breakdown_33,YStrain_breakdown_33,Viscosity_0.1/s,Force (N)
186,9.2187,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.0215
187,10.4786,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.0398
188,11.7381,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.0631
189,12.9986,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.075
190,14.2586,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1511
191,15.5184,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.2265
192,16.7783,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.2053
193,18.0393,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.239
194,19.2986,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.228
195,20.558,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1534
196,21.8185,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1923
197,23.0787,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.142
198,24.3385,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1638
199,25.5983,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.099
200,26.8588,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.0843
201,28.1186,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1425
202,29.3783,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.169
203,30.6384,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.2058
204,31.8987,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.239
205,33.1585,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.2669
206,34.4182,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.172
207,35.6786,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.1677
208,36.9387,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,5.0627
209,38.1982,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,4.9008
210,39.4584,1.65,0.0,0.9,0.9,1,11.9,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,4.7067
211,0.0,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0007999999999999
212,0.4158,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.1967
213,0.8358,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3235
214,1.2556,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.094
215,1.6756,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.161
216,2.9355,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.5457
217,4.1958,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.5575
218,5.4557,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.4238
219,6.7156,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.0345
220,7.9755,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.086200000000001
221,9.2357,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4339
222,10.4957,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.3639
223,11.7557,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.181100000000001
224,13.0156,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.505000000000001
225,14.2756,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.583500000000001
226,15.5357,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5852
227,16.7956,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.6282000000000005
228,18.0555,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.3939
229,19.3157,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.686400000000001
230,20.5757,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5939000000000005
231,21.8357,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4697000000000005
232,23.0956,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4308000000000005
233,24.3556,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5861
234,25.6157,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.617
235,26.8757,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.6272
236,28.1355,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.387300000000001
237,29.3955,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.687
238,30.6556,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.8727
239,31.9157,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.813300000000001
240,33.1756,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.75
241,34.4355,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.814
242,35.6958,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.7552
243,36.9557,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.1683
244,38.2156,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.651400000000001
245,39.4755,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.8607000000000005
246,0.0,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.8762
247,0.3821,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5916
248,0.8023,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5925
249,1.2221,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.0727
250,1.6416,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.9433
251,2.9021,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.845
252,4.1622,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.8271
253,5.4219,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.001
254,6.6819,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.573
255,7.9422,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.9721
256,9.2021,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.13
257,10.4617,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2828
258,11.722,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.3497
259,12.9823,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2735
260,14.242,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2055
261,15.5016,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.17
262,16.7622,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.1595
263,18.0221,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.0389
264,19.2817,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.0603
265,20.5419,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.0724
266,21.802,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.0702
267,23.0622,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.284
268,24.3216,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.3661
269,25.5823,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.3757
270,26.842,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.1956
271,28.1018,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.5719
272,29.3619,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.5968
273,30.6221,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.3505
274,31.882,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2222
275,33.1417,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.1911
276,34.4022,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.731
277,35.6622,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.6376
278,36.9219,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5884
279,38.1818,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4143
280,39.4422,1.65,0.0,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.2709
281,0.0004,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.0946
282,0.4007,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.511
283,0.8209,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.2169
284,1.241,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4419
285,1.6607,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4546
286,2.9211,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.523
287,4.1809,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.598
288,5.4405,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5911
289,6.7008,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6521
290,7.961,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7229
291,9.2209,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8131
292,10.4804,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7649
293,11.7411,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7674
294,13.0008,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7474
295,14.2604,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7028
296,15.5209,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7059
297,16.7811,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7459
298,18.0407,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.751
299,19.3005,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7506
300,20.561,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7432
301,21.8209,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7765
302,23.0805,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7795
303,24.3408,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7988
304,25.601,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8342
305,26.8609,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8297
306,28.1205,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7794
307,29.3809,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7781
308,30.641,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.761
309,31.9006,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.748
310,33.1606,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.762
311,34.421,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7623
312,35.6809,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7383
313,36.9405,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7253
314,38.2009,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6788
315,39.4609,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6632
316,40.7208,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.665
317,41.9804,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6214
318,43.241,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.606
319,44.501,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5915
320,45.7605,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5701
321,47.0208,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5379
322,48.2811,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.517
323,49.5407,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.454
324,50.8005,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.347
325,52.061,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.2723
326,53.3209,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.1895
327,54.5805,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.0757
328,55.8407,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.9743
329,57.1011,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.8917
330,58.3608,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.8668
331,59.6205,0.84,2.54,0.9,0.9,1,14.4,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.8192
332,0.0003,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,0.0266
333,0.3984,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6803
334,0.8183,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.0367
335,1.2385,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5733
336,1.6586,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5149
337,2.9183,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5941
338,4.1778,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6746
339,5.4384,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6684
340,6.6985,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7461
341,7.9583,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7914
342,9.2179,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.702
343,10.4786,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.8035
344,11.7385,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7499
345,12.9981,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7263
346,14.2583,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7345
347,15.5186,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7084
348,16.7783,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7224
349,18.0379,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7587
350,19.2984,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.8182
351,20.5584,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.8503
352,21.8182,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.8363
353,23.0783,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.8349
354,24.3385,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.788
355,25.5985,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7938
356,26.858,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7726
357,28.1184,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7577
358,29.3786,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7372
359,30.6381,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7158
360,31.8982,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7318
361,33.1586,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7097
362,34.4184,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.7015
363,35.678,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6537
364,36.9384,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6647
365,38.1985,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6548
366,39.4582,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.6393
367,40.7181,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5882
368,41.9785,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5468
369,43.2385,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5714
370,44.498,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.5629
371,45.7582,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.496
372,47.0185,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.4853
373,48.2784,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.4838
374,49.538,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.4338
375,50.7985,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.376
376,52.0584,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.298
377,53.3182,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.2601
378,54.5782,0.84,2.54,0.9,0.9,1,14.4,0.5,0.605,1.0,94.63626484879813,6.15682,10.118285,118.96199999999999,3.1664
