,Displacement (mm),Ext. Diam. (mm),Ext. Length (cm),Est. Vol. Fraction,Fluid Ca2+ (mM),Resuspension_encoded,Syringe Diam. (mm),Microgel Conc. (%),Microgel Size (mm),Speed (mm/sec),Complex_0,YS_breakdown_33,YStrain_breakdown_33,Viscosity_0.1/s,Force (N)
2013,1.6787,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.5501
2014,2.9392,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.7609
2015,4.1991,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.995
2016,5.4587,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.163600000000001
2017,6.7187,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.3775
2018,7.9794,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5677
2019,9.239,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.6229000000000005
2020,10.4987,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.6816
2021,11.7591,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.6761
2022,13.0191,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.6379
2023,14.2789,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5643
2024,15.5388,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.4608
2025,16.7992,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.3493
2026,18.0591,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.3113
2027,19.3187,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.263
2028,20.579,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.1946
2029,21.8392,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.1648000000000005
2030,23.099,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.1446
2031,24.3586,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.0601
2032,25.6191,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.996
2033,26.8791,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.9684
2034,28.1387,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.8787
2035,29.399,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.7826
2036,30.6592,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.699
2037,31.919,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.601
2038,33.1786,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4803
2039,34.439,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3187
2040,35.6991,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1611
2041,36.9588,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9509
2042,38.2188,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7315
2043,39.4793,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4858
2044,0.0001,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,0.0133
2045,0.4161,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2319
2046,0.836,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3023
2047,1.2559,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3664
2048,1.676,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.4307
2049,2.9358,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5402
2050,4.196,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5837
2051,5.456,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5851000000000002
2052,6.7158,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.6072000000000002
2053,7.976,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5956
2054,9.2362,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.6088
2055,10.496,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5827
2056,11.7559,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5570000000000002
2057,13.016,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5649000000000002
2058,14.276,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5529000000000002
2059,15.5359,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5195
2060,16.7958,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5272
2061,18.0562,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5086000000000002
2062,19.316,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.481
2063,20.5757,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.469
2064,21.836,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.4726
2065,23.0962,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.4583000000000002
2066,24.3559,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.4136000000000002
2067,25.6157,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3821
2068,26.8759,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3542
2069,28.1361,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3689
2070,29.3959,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.308
2071,30.656,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2977
2072,31.9162,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2868000000000002
2073,33.1761,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2486000000000002
2074,34.4358,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.1919000000000002
2075,35.6959,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.1561
2076,36.956,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.1166
2077,38.2159,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.0776
2078,39.476,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,0.9932
2079,0.0,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,0.0
2080,0.3965,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.5253
2081,0.8163,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.5816
2082,1.2359,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.5968
2083,1.6564,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.6315
2084,2.9158,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.72
2085,4.1763,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.8404
2086,5.4363,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.8999
2087,6.6961,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9864
2088,7.956,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0324
2089,9.2163,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0808
2090,10.4762,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1126
2091,11.7358,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1064
2092,12.9962,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1388
2093,14.2563,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1645
2094,15.5162,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1611
2095,16.7761,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.138
2096,18.0364,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1372
2097,19.2963,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1172
2098,20.5558,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1036
2099,21.8163,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.052
2100,23.0763,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.008
2101,24.3362,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9518
2102,25.5959,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9033
2103,26.8564,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.8304
2104,28.1163,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7767
2105,29.3759,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7004
2106,30.6362,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.6048
2107,31.8964,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.5415
2108,33.1564,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.4446
2109,34.4159,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.2968
2110,35.6762,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.1415
2111,36.9363,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,1.9677
2112,38.1961,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,1.8001
2113,39.456,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,1.6329
2114,0.0003,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.0085
2115,0.4007,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.8243
2116,0.8213,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.9119
2117,1.2415,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.9412
2118,1.6612,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.9843
2119,2.9214,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.1476
2120,4.1812,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.2783
2121,5.4409,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.3993
2122,6.7013,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5086
2123,7.9613,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5635
2124,9.221,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5694
2125,10.481,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.539499999999999
2126,11.7415,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5586
2127,13.0014,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.5274
2128,14.2609,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.4872
2129,15.5214,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.3946
2130,16.7814,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.315799999999999
2131,18.0412,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.2229
2132,19.3011,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.1308
2133,20.5613,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.071899999999999
2134,21.8213,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,4.0117
2135,23.081,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.9163
2136,24.3413,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.8381
2137,25.6014,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.7775
2138,26.8613,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6792
2139,28.1209,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.5778
2140,29.3815,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.5116
2141,30.6413,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.383
2142,31.9009,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2367
2143,33.1612,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0521
2144,34.4214,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8515
2145,35.6811,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6289
2146,36.9407,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.3184
2147,38.2015,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.0745
2148,39.4612,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.8381
2149,0.0001,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,0.0122
2150,0.4162,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.89
2151,0.8363,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.9771
2152,1.2563,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.0453
2153,1.6759,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.0739
2154,2.9362,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1453
2155,4.1962,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1717
2156,5.4561,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1552
2157,6.716,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1497
2158,7.9762,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1453
2159,9.2361,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.1158
2160,10.496,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.0631
2161,11.7562,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,2.0385
2162,13.0163,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.997
2163,14.2761,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.9811
2164,15.536,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.8829
2165,16.7962,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.8446
2166,18.0562,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.8034
2167,19.3158,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.7572
2168,20.5761,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.7206
2169,21.8363,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.6965
2170,23.0962,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.6606999999999998
2171,24.3559,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.6344
2172,25.6162,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5858
2173,26.8763,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5769
2174,28.136,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5437999999999998
2175,29.3961,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.5034999999999998
2176,30.6562,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.4398
2177,31.9162,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.374
2178,33.1758,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.3006
2179,34.4361,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2455999999999998
2180,35.6963,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.2090999999999998
2181,36.9562,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.1664
2182,38.216,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,1.0277
2183,39.4762,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.1,6.141030103192575,0.5503065,13.73015,13.21805,0.8831
2184,0.0,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,0.0
2185,0.3976,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7495
2186,0.8175,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.8107
2187,1.2372,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.876
2188,1.6574,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9417
2189,2.9174,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.028
2190,4.1776,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0593
2191,5.4376,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.104
2192,6.6972,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.1092
2193,7.9575,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0856
2194,9.2176,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0833
2195,10.4774,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0809
2196,11.7372,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0492
2197,12.9976,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,3.0305
2198,14.2575,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9982
2199,15.5171,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9494
2200,16.7774,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.9006
2201,18.0376,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.8698
2202,19.2976,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.81
2203,20.5571,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7832
2204,21.8175,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7825
2205,23.0775,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7266
2206,24.3373,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,0.5,6.141030103192575,0.5503065,13.73015,13.21805,2.7029
